
time,npos,epos,alt,phi,theta,psi,vel,alpha,beta,p,q,r,nx,ny,nz,mach,qbar,ps,

 0.00000, 0.00000, 0.00000,20000.00000, 0.00000,17.00392, 0.00000,300.00000,17.00392, 0.00000, 0.00000, 0.00000, 0.00000, 0.29244,-0.00000, 0.95628, 0.28979,57.12293,971.01236,4193.77859,-4.60886,-0.00000,-0.00000,
 0.10000,30.00000,-0.00000,20000.00000, 0.00000,17.00392, 0.00000,300.00000,17.00392,-0.00000, 0.00000,-0.00000, 0.00000, 0.29244,-0.00000, 0.95628, 0.28979,57.12293,971.01236,4193.77859,-4.60886,-0.00000,-0.00000,
 0.20000,60.00000,-0.00000,20000.00000, 0.00000,17.00392, 0.00000,300.00000,17.00392, 0.00000, 0.00000,-0.00000, 0.00000, 0.29244,-0.00000, 0.95628, 0.28979,57.12293,971.01236,4193.77859,-4.60886,-0.00000,-0.00000,
 0.30000,90.00000,-0.00000,20000.00000, 0.00000,17.00392, 0.00000,300.00000,17.00392, 0.00000, 0.00000,-0.00000, 0.00000, 0.29244,-0.00000, 0.95628, 0.28979,57.12293,971.01236,4193.77859,-4.60886,-0.00000,-0.00000,
 0.40000,120.00000,-0.00000,20000.00000, 0.00000,17.00392, 0.00000,300.00000,17.00392, 0.00000, 0.00000,-0.00000, 0.00000, 0.29244,-0.00000, 0.95628, 0.28979,57.12293,971.01236,4193.77859,-4.60886,-0.00000,-0.00000,
 0.50000,150.00000,-0.00000,20000.00000, 0.00000,17.00392, 0.00000,300.00000,17.00392, 0.00000, 0.00000,-0.00000, 0.00000, 0.29244,-0.00000, 0.95628, 0.28979,57.12293,971.01236,4193.77859,-4.60886,-0.00000,-0.00000,
 0.60000,180.00000,-0.00000,20000.00000, 0.00000,17.00392, 0.00000,300.00000,17.00392, 0.00000, 0.00000,-0.00000, 0.00000, 0.29244,-0.00000, 0.95628, 0.28979,57.12293,971.01236,4193.77859,-4.60886,-0.00000,-0.00000,
 0.70000,210.00000, 0.00000,20000.00000, 0.00000,17.00392, 0.00000,300.00000,17.00392, 0.00000, 0.00000,-0.00000, 0.00000, 0.29244,-0.00000, 0.95628, 0.28979,57.12293,971.01236,4193.77859,-4.60886,-0.00000,-0.00000,
 0.80000,240.00000, 0.00000,20000.00000, 0.00000,17.00392, 0.00000,300.00000,17.00392, 0.00000, 0.00000,-0.00000, 0.00000, 0.29244,-0.00000, 0.95628, 0.28979,57.12293,971.01236,4193.77859,-4.60886,-0.00000,-0.00000,
 0.90000,270.00000, 0.00000,20000.00000, 0.00000,17.00392, 0.00000,300.00000,17.00392, 0.00000, 0.00000,-0.00000, 0.00000, 0.29244,-0.00000, 0.95628, 0.28979,57.12293,971.01236,4193.77859,-4.60886,-0.00000,-0.00000,
 1.00000,300.00000, 0.00000,20000.00000, 0.00000,17.00392, 0.00000,300.00000,17.00392, 0.00000, 0.00000,-0.00000, 0.00000, 0.29244,-0.00000, 0.95628, 0.28979,57.12293,971.01236,4193.77859,-4.60886,-0.00000,-0.00000,
 1.10000,330.00000, 0.00000,20000.00000, 0.00000,17.00392, 0.00000,300.00000,17.00392, 0.00000, 0.00000,-0.00000, 0.00000, 0.29244,-0.00000, 0.95628, 0.28979,57.12293,971.01236,4193.77859,-4.60886,-0.00000,-0.00000,
 1.20000,360.00000, 0.00000,20000.00000, 0.00000,17.00392, 0.00000,300.00000,17.00392, 0.00000, 0.00000,-0.00000, 0.00000, 0.29244,-0.00000, 0.95628, 0.28979,57.12293,971.01236,4193.77859,-4.60886,-0.00000,-0.00000,
 1.30000,390.00000, 0.00000,20000.00000, 0.00000,17.00392, 0.00000,300.00000,17.00392, 0.00000, 0.00000,-0.00000, 0.00000, 0.29244,-0.00000, 0.95628, 0.28979,57.12293,971.01236,4193.77859,-4.60886,-0.00000,-0.00000,
 1.40000,420.00000, 0.00000,20000.00000, 0.00000,17.00392, 0.00000,300.00000,17.00392, 0.00000, 0.00000,-0.00000, 0.00000, 0.29244,-0.00000, 0.95628, 0.28979,57.12293,971.01236,4193.77859,-4.60886,-0.00000,-0.00000,
 1.50000,450.00000, 0.00000,20000.00000, 0.00000,17.00392, 0.00000,300.00000,17.00392, 0.00000, 0.00000,-0.00000, 0.00000, 0.29244,-0.00000, 0.95628, 0.28979,57.12293,971.01236,4193.77859,-4.60886,-0.00000,-0.00000,
 1.60000,480.00000, 0.00000,20000.00000, 0.00000,17.00392, 0.00000,300.00000,17.00392, 0.00000, 0.00000,-0.00000, 0.00000, 0.29244,-0.00000, 0.95628, 0.28979,57.12293,971.01236,4193.77859,-4.60886,-0.00000,-0.00000,
